xs6z6lshsl73lfyrd0c_0046,0.7567567567567568,28,37	-0.27341,0.18994,0.53628,1.74267,0.57921,-1.1081,0.21544,0.21943,0.26719,0.22933,93.01424,63.61503,204.13786,284.38742,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75675,0,0,0.4545,0.0,0.66344,0.0,0.0,1.0,1.0,0.0,0.0
w0lvulhtkkic6heq053_0002,0.75,78,104	-0.27341,0.18994,-0.19148,1.35474,0.36623,1.03055,0.26837,0.16572,0.34144,0.33007,100.31163,57.74654,153.69835,112.83188,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,1.49567,0.0,0.41042,0.0,0.0,0.0,0.0,0.0,0.0
w7a9rtoicckoedyu1r8_0011,0.75,27,36	-0.27341,0.18994,-0.39571,1.6252,0.91512,0.56503,0.27916,0.18885,0.24666,0.26815,103.57467,48.40578,36.98455,69.70715,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.90092,0.0,0.52857,0.0,0.0,1.0,0.0,0.0,0.0
wtvu3dwdf63lepaa90t_0001,0.75,27,36	-0.27341,0.18994,-0.39051,1.36269,-1.49839,1.49668,0.19972,0.19749,0.25781,0.33964,100.64146,55.31981,331.57481,74.04603,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.47548,0.0,0.56445,0.0,0.0,1.0,1.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0095,0.75,27,36	-0.27341,0.18994,-0.58818,-0.9571,-1.55497,1.12899,0.24537,0.26293,0.25066,0.23627,89.72612,51.86294,216.13592,250.96371,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.60849,-0.02,0.67407,0.0,0.0,1.0,0.0,0.0,0.0
3bk0a81bf2iusj9wds7_0001,0.75,27,36	-0.27341,0.18994,-0.17991,1.44923,-1.56831,-0.11781,0.25865,0.11268,0.33679,0.29287,103.12659,51.65064,333.05551,73.25836,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.99383,0.0,0.41809,0.0,0.0,1.0,2.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0016,0.75,27,36	-0.27341,0.18994,0.36363,1.44819,0.401,1.96947,0.19352,0.30912,0.32621,0.31407,92.12056,61.21168,210.3769,73.855,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0.84001,0.0,0.5291,0.0,0.0,1.0,1.0,0.0,0.0
xbf71uvj4036522d922_0005,0.7428571428571429,26,35	-0.27341,0.18994,0.02615,1.37636,-1.26309,0.85336,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,1.03548,0.0,0.3699,0.0,1.0,1.0,1.0,0.0,0.0
xbf71uvj4036522d922_0012,0.7428571428571429,26,35	-0.27341,0.18994,0.46079,1.28828,1.04149,0.85336,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,0.52834,0.0,0.57473,0.0,1.0,1.0,0.0,0.0,0.0
3f1j64kvmhsebjv9bs3_0000,0.7428571428571429,26,35	-0.27341,0.18994,-0.41666,1.39119,0.5639,1.32781,0.27252,0.25809,0.3352,0.28268,91.67065,56.48111,333.15849,250.12883,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,0.86256,0.0,0.56347,0.0,0.0,1.0,2.0,0.0,0.0
39x8mkemkjk59brh5pq_0000,0.7428571428571429,26,35	-0.27341,0.18994,0.78737,-0.37703,-0.51782,-1.51129,0.2475,0.26174,0.28555,0.22865,91.70088,52.23042,27.83872,251.5162,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,1.33744,-4.91999,0.66733,0.0,1.0,0.0,0.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0010,0.7428571428571429,26,35	-0.27341,0.18994,0.29795,0.66505,0.82515,1.96947,0.19891,0.15686,0.29918,0.35005,100.95911,49.70194,154.70505,70.92288,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,1.1833,-0.1,0.36377,0.0,0.0,1.0,1.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0013,0.7428571428571429,26,35	-0.27341,0.18994,0.07151,0.07923,1.65841,-1.1018,0.17026,0.22768,0.3175,0.32997,89.47113,48.87967,201.45414,293.15508,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,2.10381,-0.06,0.2864,0.0,0.0,1.0,1.0,0.0,0.0
3d0w91rjqe1bdbsgeve_0003,0.7428571428571429,26,35	-0.27341,0.18994,-0.34652,-0.86573,1.36037,1.46899,0.14745,0.23146,0.27587,0.30535,90.49767,48.26074,152.81841,103.96034,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.74285,0,0,7.64709,-0.2,0.15041,0.0,0.0,1.0,0.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0009,0.7352941176470589,25,34	-0.27341,0.18994,0.35516,0.565,-0.51824,1.96947,0.19206,0.18978,0.33661,0.31819,89.70966,59.62464,334.7841,291.99231,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.73529,0,0,1.42249,-0.04,0.48417,0.0,0.0,1.0,1.0,0.0,0.0
3cxl0dbxoo60idxodk2_0004,0.7297297297297297,27,37	-0.27341,0.18994,0.03641,0.09559,0.45062,-0.81222,0.14268,0.25911,0.34077,0.31123,90.07389,56.86923,144.12697,286.7194,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72972,0,0,1.9329,0.0,0.33695,0.0,0.0,1.0,0.0,0.0,0.0
xbf71uvj4036522d922_0001,0.7297297297297297,27,37	-0.27341,0.18994,0.21976,1.28828,1.04149,0.49963,0.21492,0.14835,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72972,0,0,1.32322,0.0,0.40773,0.0,1.0,1.0,2.0,0.0,0.0
3e3yq6b4w9vgjpi6eqg_0000,0.725,29,40	-0.27341,0.18994,-0.30425,1.25475,-1.40127,-1.82782,0.15435,0.15837,0.34196,0.29465,105.05587,50.47491,25.1238,293.23255,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0,0,0.47501,0.0,0.50257,0.0,0.0,1.0,1.0,0.0,0.0
3f1j64kvmhsebjv9bs3_0003,0.7222222222222222,26,36	-0.27341,0.18994,-0.1172,-0.04976,-0.25055,1.32781,0.12083,0.29925,0.33646,0.30499,96.68911,62.98302,329.39205,112.9376,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,2.13298,0.0,0.36536,0.0,0.0,1.0,2.0,0.0,0.0
3f1j64kvmhsebjv9bs3_0056,0.7222222222222222,26,36	-0.27341,0.18994,-0.34878,-1.34669,-0.86139,1.97233,0.12623,0.25414,0.31156,0.26008,97.03692,52.9475,210.27252,292.57265,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,1.37923,-0.14,0.38577,0.0,0.0,1.0,0.0,0.0,0.0
3f1j64kvmhsebjv9bs3_0061,0.7222222222222222,26,36	-0.27341,0.18994,0.30432,-1.54781,-1.60773,1.97233,0.31263,0.30471,0.28245,0.25197,93.34202,48.63799,333.82512,253.71887,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,1.01609,0.0,0.47032,0.0,0.0,0.0,0.0,0.0,0.0
38tavw30n7qgenkxtlc_0001,0.7222222222222222,26,36	-0.27341,0.18994,-0.10576,1.00719,0.02021,1.43329,0.22268,0.11642,0.29413,0.25821,102.50995,59.56579,204.3813,286.34668,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,1.52738,0.0,0.37294,0.0,0.0,1.0,1.0,0.0,0.0
3ahjhqkce0awymkb707_0006,0.7222222222222222,26,36	-0.27341,0.18994,-0.61582,-0.05172,0.29276,1.5395,0.11655,0.29327,0.29004,0.25582,99.4493,52.93437,29.38186,66.15605,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.72222,0,0,0.96301,0.0,0.71201,0.0,0.0,0.0,0.0,0.0,0.0
3e3yq6b4w9vgjpi6eqg_0017,0.7142857142857143,25,35	-0.27341,0.18994,0.97794,0.74715,-0.09624,-0.54108,0.29717,0.14477,0.26745,0.26358,94.68034,49.54249,25.47923,288.80642,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,0.53177,-0.4,0.62702,0.0,0.0,0.0,0.0,0.0,0.0
xbf71uvj4036522d922_0013,0.7142857142857143,25,35	-0.27341,0.18994,-0.31901,1.28828,1.04149,0.85336,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71428,0,0,0.79471,0.0,0.46877,0.0,1.0,0.0,0.0,0.0,0.0
1abf7wvqqvzvybi3pi9h_0015,0.7105263157894737,27,38	-0.27341,0.18994,0.07399,1.58063,-0.62539,0.97654,0.22675,0.19325,0.34206,0.22789,100.25936,57.22473,338.88444,110.77097,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.71052,0,0,1.75123,0.0,0.37154,0.0,0.0,1.0,1.0,0.0,0.0
xbf71uvj4036522d922_0002,0.7058823529411765,24,34	-0.27341,0.18994,0.0638,1.28828,1.04149,0.49963,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70588,0,0,1.43312,0.0,0.34935,0.0,1.0,1.0,2.0,0.0,0.0
xbf71uvj4036522d922_0003,0.7027027027027027,26,37	-0.27341,0.18994,0.02615,1.28828,1.04149,0.49963,0.1738,0.19749,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70270,0,0,1.69364,0.0,0.34355,0.0,1.0,1.0,2.0,0.0,0.0
3am019wy8x594ma7xrb_0002,0.7027027027027027,26,37	-0.27341,0.18994,1.0359,0.13531,0.23224,-1.59194,0.10901,0.183,0.3055,0.31039,90.27932,47.89362,340.24904,286.45924,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.70270,0,0,2.67574,-4.71999,0.35294,0.0,0.0,1.0,0.0,0.0,0.0
wmtkbguse8tx0of9v8g_0003,0.6944444444444444,25,36	-0.27341,0.18994,-0.6516,0.71293,1.24121,-1.14075,0.20518,0.20475,0.28721,0.22068,105.92165,54.91478,324.24346,115.49034,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.53569,0.0,0.73109,0.0,0.0,0.0,0.0,0.0,0.0
3dpwgnu6vfs95eivd9e_0051,0.6944444444444444,25,36	-0.27341,0.18994,-0.70004,0.57073,-0.15628,1.71187,0.25414,0.23702,0.25684,0.24439,95.33756,50.14388,338.47977,74.28083,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,1.14666,-0.47999,0.57544,0.0,0.0,1.0,0.0,0.0,0.0
xd5g7ineyazx1pc6n39_0014,0.6944444444444444,25,36	-0.27341,0.18994,0.2026,1.60943,-0.8394,0.03236,0.27989,0.21759,0.24498,0.25776,94.48674,49.48306,205.13203,67.39898,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,1.46631,0.0,0.41267,0.0,0.0,1.0,1.0,0.0,0.0
38tavw30n7qgenkxtlc_0003,0.6944444444444444,25,36	-0.27341,0.18994,0.51333,0.96705,0.78588,-0.44863,0.28504,0.14026,0.26935,0.24594,94.82971,49.66923,25.54402,244.86248,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,0.8899,0.0,0.61827,0.0,0.0,1.0,1.0,0.0,0.0
w7a9rtoicckoedyu1r8_0000,0.6944444444444444,25,36	-0.27341,0.18994,0.15303,1.50515,1.57712,0.10559,0.20743,0.28433,0.33505,0.35166,99.09059,52.32629,157.01309,107.32856,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,1.34879,0.0,0.36201,0.0,0.0,1.0,2.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0014,0.6944444444444444,25,36	-0.27341,0.18994,0.12797,1.02095,-1.02368,-1.1018,0.1638,0.25937,0.33333,0.24707,89.36191,57.05068,27.19219,251.66002,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.69444,0,0,1.71351,0.0,0.37699,0.0,0.0,1.0,1.0,0.0,0.0
w7a9rtoicckoedyu1r8_0017,0.6857142857142857,24,35	-0.27341,0.18994,0.03196,0.38064,-1.65494,0.41692,0.15565,0.17022,0.29289,0.3197,92.02838,63.35579,218.41007,252.27988,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,1.48031,0.0,0.36038,0.0,0.0,1.0,0.0,0.0,0.0
y8in4ku06zaz02chlv2_0002,0.6857142857142857,24,35	-0.27341,0.18994,-0.64662,0.80243,0.98857,1.66981,0.16675,0.26211,0.33016,0.25709,89.27763,55.18585,203.16853,109.91772,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.38568,0.0,0.75503,0.0,0.0,1.0,0.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0044,0.6857142857142857,24,35	-0.27341,0.18994,0.90986,0.09792,0.59794,-1.55895,0.1997,0.23916,0.29523,0.27925,106.64787,58.0811,152.46858,105.7549,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.41152,0.0,0.98448,0.0,0.0,1.0,1.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0131,0.6857142857142857,24,35	-0.27341,0.18994,0.13035,1.65501,1.41055,1.16843,0.29266,0.2553,0.28351,0.25262,100.30473,48.5317,158.86893,249.61462,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,1.7638,0.0,0.37373,0.0,0.0,1.0,0.0,0.0,0.0
3bk0a81bf2iusj9wds7_0004,0.6857142857142857,24,35	-0.27341,0.18994,0.12051,0.82582,-1.66196,-0.11781,0.14681,0.26473,0.33679,0.29287,102.9375,52.1875,348.81987,111.80124,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,1.51277,0.0,0.38497,0.0,1.0,1.0,1.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0001,0.6857142857142857,24,35	-0.27341,0.18994,-0.62922,1.5655,-0.58299,1.96947,0.20864,0.24087,0.30384,0.3312,100.0047,54.81862,25.38088,70.0164,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.68571,0,0,0.50925,0.0,0.72259,0.0,0.0,1.0,2.0,0.0,0.0
wtvu3dwdf63lepaa90t_0000,0.6796116504854369,70,103	-0.27341,0.18994,-0.09194,1.14268,-0.79083,-1.76194,0.18157,0.30333,0.26831,0.25366,91.74899,54.1682,212.47231,114.94768,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67961,0,0,2.56848,0.0,0.37225,0.0,0.0,1.0,1.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0024,0.6764705882352942,23,34	-0.27341,0.18994,0.63589,0.45126,1.50448,-0.18518,0.20503,0.19921,0.27504,0.31617,99.06282,62.3799,211.02657,295.01057,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67647,0,0,0.43246,0.0,0.72822,0.0,0.0,1.0,0.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0029,0.6756756756756757,25,37	-0.27341,0.18994,-0.24157,0.85962,-1.44844,-1.1018,0.13418,0.15807,0.26865,0.2564,91.20815,59.11566,330.08091,248.92204,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67567,0,0,0.64847,0.0,0.41588,0.0,0.0,1.0,0.0,0.0,0.0
3dtrw0bxd545bi3y5l2_0046,0.6756756756756757,25,37	-0.27341,0.18994,-0.76204,0.30356,-0.54793,1.96947,0.15784,0.23475,0.29137,0.27688,94.95394,55.35337,331.15845,293.35889,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67567,0,0,0.38185,0.0,0.859,0.0,0.0,1.0,0.0,0.0,0.0
3dpwgnu6vfs95eivd9e_0027,0.6666666666666666,24,36	-0.27341,0.18994,-0.33068,1.53677,-1.55156,-0.2729,0.21488,0.2012,0.30996,0.28747,108.02228,49.65771,330.00936,114.2658,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.54143,0.0,0.52455,0.0,0.0,1.0,0.0,0.0,0.0
xbf71uvj4036522d922_0000,0.6666666666666666,24,36	-0.27341,0.18994,-0.21976,1.28828,1.04149,0.49963,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,1.05096,0.0,0.40777,0.0,1.0,1.0,2.0,0.0,0.0
xbf71uvj4036522d922_0009,0.6666666666666666,24,36	-0.27341,0.18994,0.21976,1.28828,1.04149,0.49963,0.17637,0.11239,0.30307,0.3086,93.375,49.83149,6.70807,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,1.05096,0.0,0.40777,0.0,1.0,1.0,1.0,0.0,0.0
xbf71uvj4036522d922_0016,0.6666666666666666,24,36	-0.27341,0.18994,0.74436,1.28828,1.04149,0.49963,0.17637,0.11239,0.30307,0.3086,96.61117,49.83149,152.65312,109.12104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.25949,0.0,0.8198,0.0,1.0,1.0,0.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0037,0.6666666666666666,24,36	-0.27341,0.18994,0.34401,1.41589,-1.04425,1.16843,0.15826,0.26006,0.31266,0.26944,97.6017,60.17897,338.71693,248.62293,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.69516,0.0,0.52254,0.0,0.0,1.0,1.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0043,0.6666666666666666,24,36	-0.27341,0.18994,-0.27598,-0.73802,-1.11406,-1.38605,0.20507,0.14755,0.22376,0.25343,90.53865,53.38215,336.84969,102.93711,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,1.4062,0.0,0.43144,0.0,0.0,1.0,1.0,0.0,0.0
w0lvulhtkkic6heq053_0003,0.6666666666666666,24,36	-0.27341,0.18994,-0.19148,1.35474,0.36623,1.03055,0.25219,0.21947,0.34144,0.33007,100.31163,57.74654,153.69835,112.83188,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,1.62671,0.0,0.4104,0.0,1.0,0.0,0.0,0.0,0.0
xmg7frjqbxfijfaesuo_0006,0.6666666666666666,24,36	-0.27341,0.18994,0.99391,0.53438,-0.28171,-1.2956,0.16651,0.21786,0.32186,0.35002,104.85112,62.15413,215.56553,103.07445,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.55679,-0.57999,0.67922,0.0,0.0,1.0,0.0,0.0,0.0
xyo9j3okls2qelqmki8_0001,0.6666666666666666,24,36	-0.27341,0.18994,-0.44483,1.36742,1.20939,1.37376,0.25841,0.21207,0.31292,0.30891,97.28129,64.24482,332.41412,241.62329,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66666,0,0,0.8213,0.0,0.55814,0.0,0.0,1.0,1.0,0.0,0.0
wmwr5w6kl7fsvsbqdir_0009,0.6578947368421053,25,38	-0.27341,0.18994,0.48529,1.46378,0.02681,-0.10591,0.14975,0.29068,0.25299,0.26847,103.93226,55.94925,26.54179,290.19382,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65789,0,0,0.74748,0.0,0.61212,0.0,0.0,1.0,0.0,0.0,0.0
3e3yq6b4w9vgjpi6eqg_0006,0.6571428571428571,23,35	-0.27341,0.18994,0.03699,0.37733,1.09955,-1.82782,0.3018,0.28552,0.3196,0.231,98.89299,64.42492,140.51165,78.66421,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,2.88237,0.0,0.3334,0.0,0.0,1.0,0.0,0.0,0.0
w7a9rtoicckoedyu1r8_0008,0.6571428571428571,23,35	-0.27341,0.18994,-0.46866,1.26413,-0.14936,0.10559,0.16958,0.1782,0.30167,0.33772,95.25945,62.43319,337.1052,288.4015,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.57724,-0.08,0.54249,0.0,0.0,1.0,1.0,0.0,0.0
w7a9rtoicckoedyu1r8_0012,0.6571428571428571,23,35	-0.27341,0.18994,-0.47592,1.05658,0.76824,0.56503,0.27655,0.13193,0.27356,0.31145,95.9733,48.23806,209.13094,249.11242,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.57497,0.0,0.60931,0.0,0.0,1.0,0.0,0.0,0.0
3bsnnxn83f16c17jpeh_0011,0.6571428571428571,23,35	-0.27341,0.18994,-0.62394,0.0882,-1.23703,-1.66355,0.22582,0.14856,0.27479,0.24373,95.42417,56.71365,152.12175,115.26698,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.52655,-0.16,0.65194,0.0,0.0,1.0,0.0,0.0,0.0
wtvu3dwdf63lepaa90t_0011,0.6571428571428571,23,35	-0.27341,0.18994,-0.48892,0.58623,-1.10221,-1.76194,0.19626,0.12353,0.26994,0.26674,105.66434,47.00133,207.11797,107.01412,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.53494,-0.08,0.56641,0.0,0.0,1.0,0.0,0.0,0.0
wtvu3dwdf63lepaa90t_0013,0.6571428571428571,23,35	-0.27341,0.18994,0.29038,1.64693,0.83306,1.49668,0.18141,0.19844,0.32287,0.30786,107.85273,47.38881,34.77444,106.37664,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.82071,0.0,0.46944,0.0,0.0,1.0,0.0,0.0,0.0
3b1pynd61i3v5pnn5ij_0001,0.6571428571428571,23,35	-0.27341,0.18994,0.59328,1.65199,0.51051,1.03743,0.27385,0.14104,0.27223,0.27099,99.21104,54.1424,152.38791,282.6506,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.44982,-0.08,0.6443,0.0,0.0,1.0,2.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0126,0.6571428571428571,23,35	-0.27341,0.18994,0.38501,1.28785,-0.17703,1.30352,0.21222,0.24209,0.292,0.31366,106.90867,57.54442,328.49003,114.22852,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,1.13099,0.0,0.53315,0.0,0.0,1.0,0.0,0.0,0.0
xs6z6lshsl73lfyrd0c_0128,0.6571428571428571,23,35	-0.27341,0.18994,-1.00814,0.41741,-0.50125,1.16843,0.14536,0.25923,0.28568,0.30667,104.51774,64.71919,22.25958,290.75096,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65714,0,0,0.53661,-0.53999,0.68861,0.0,0.0,1.0,0.0,0.0,0.0
